lang,lang_group,model_id,model_family,treebank,split,deprel,layer,head,direction,mean_attention,std_attention,n_arcs
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,7,4,head_to_dep,0.04095721034825265,0.0761966541706987,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,7,4,dep_to_head,0.05202752711340484,0.09995307227573522,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,7,5,head_to_dep,0.09576727157798838,0.08735646083529942,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,7,5,dep_to_head,0.018246746364287404,0.026624287303728764,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,7,6,head_to_dep,0.016465963410493892,0.05848910266075478,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,7,6,dep_to_head,0.06559067181273219,0.14490352812735194,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,7,7,head_to_dep,0.01824720296004801,0.01892293964591087,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,7,7,dep_to_head,0.07026997644483214,0.0721681830051646,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,7,8,head_to_dep,0.1635777633313565,0.2611929494695731,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,7,8,dep_to_head,0.014432825868155674,0.08159585530569498,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,7,9,head_to_dep,0.04307384432280489,0.08797320421362752,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,7,9,dep_to_head,0.04718620821308567,0.09030377806231144,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,7,10,head_to_dep,0.024567073288386792,0.13616931616816644,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,7,10,dep_to_head,0.20065474126786587,0.34087023609850836,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,7,11,head_to_dep,0.09174488485068304,0.15298958761157158,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,7,11,dep_to_head,0.03093019083844125,0.086284168059623,1115
